entry,reading,level,root,form,meaning_bn,aspect,person,arabic,bangla,source_pdf,source_page,note
113,1,1,سجد,I,সিজদা করা,PERF,1P,سَجَدْنَا,আমরা সিজদা করেছি,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPF,3MS,يَسْجُدُ,সে সিজদা করে / করবে,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPF,3MP,يَسْجُدُونَ,তারা সিজদা করে / করবে,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPF,2MS,تَسْجُدُ,তুমি সিজদা কর / করবে,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPF,2MP,تَسْجُدُونَ,তোমরা সিজদা কর / করবে,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPF,1S,أَسْجُدُ,আমি সিজদা করি / করবো,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPF,1P,نَسْجُدُ,আমরা সিজদা করি / করবো,Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPV,2MS,اُسْجُدْ,সিজদা করো (তুমি),Quran words - level1.pdf,78,
113,1,1,سجد,I,সিজদা করা,IMPV,2MP,اُسْجُدُوا,সিজদা করো (তোমরা),Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",PERF,3MS,اِسْتَوَى,সে সমান হয়েছে,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",PERF,3MP,اِسْتَوَوْا,তারা সমান হয়েছে,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",PERF,2MS,اِسْتَوَيْتَ,তুমি সমান হয়েছো,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",PERF,2MP,اِسْتَوَيْتُمْ,তোমরা সমান হয়েছো,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",PERF,1S,اِسْتَوَيْتُ,আমি সমান হয়েছি,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",PERF,1P,اِسْتَوَيْنَا,আমরা সমান হয়েছি,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPF,3MS,يَسْتَوِي,সে সমান হয় / হবে,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPF,3MP,يَسْتَوُونَ,তারা সমান হয় / হবে,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPF,2MS,تَسْتَوِي,তুমি সমান হও / হবে,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPF,2MP,تَسْتَوُونَ,তোমরা সমান হও / হবে,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPF,1S,أَسْتَوِي,আমি সমান হই / হবো,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPF,1P,نَسْتَوِي,আমরা সমান হই / হবো,Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPV,2MS,اِسْتَوِ,সমান হও (তুমি),Quran words - level1.pdf,78,
114,1,1,سوي,VIII,"সমান হওয়া, সমাসীন হওয়া, স্থির হওয়া",IMPV,2MP,اِسْتَوُوا,সমান হও (তোমরা),Quran words - level1.pdf,78,
115,1,1,نسي,I,ভুলে যাওয়া,PERF,3MS,نَسِىَ,সে ভুলে গিয়েছে,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,PERF,3MP,نَسُوا,তারা ভুলে গিয়েছে,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,PERF,2MS,نَسِيتَ,তুমি ভুলে গিয়েছো,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,PERF,2MP,نَسِيتُمْ,তোমরা ভুলে গিয়েছো,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,PERF,1S,نَسِيتُ,আমি ভুলে গিয়েছি,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,PERF,1P,نَسِينَا,আমরা ভুলে গিয়েছি,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPF,3MS,يَنْسَى,সে ভুলে যায় / যাবে,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPF,3MP,يَنْسَوْنَ,তারা ভুলে যায় / যাবে,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPF,2MS,تَنْسَى,তুমি ভুলে যাও / যাবে,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPF,2MP,تَنْسَوْنَ,তোমরা ভুলে যাও / যাবে,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPF,1S,أَنْسَى,আমি ভুলে যাই / যাবো,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPF,1P,نَنْسَى,আমরা ভুলে যাই / যাবো,Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPV,2MS,اِنْسَ,ভুলে যাও (তুমি),Quran words - level1.pdf,79,
115,1,1,نسي,I,ভুলে যাওয়া,IMPV,2MP,اِنْسَوْا,ভুলে যাও (তোমরা),Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",PERF,3MS,اِبْتَغَى,সে আশা করেছে,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",PERF,3MP,اِبْتَغَوْا,তারা আশা করেছে,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",PERF,2MS,اِبْتَغَيْتَ,তুমি আশা করেছো,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",PERF,2MP,اِبْتَغَيْتُمْ,তোমরা আশা করেছো,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",PERF,1S,اِبْتَغَيْتُ,আমি আশা করেছি,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",PERF,1P,اِبْتَغَيْنَا,আমরা আশা করেছি,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPF,3MS,يَبْتَغِى,সে আশা করে / করবে,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPF,3MP,يَبْتَغُونَ,তারা আশা করে / করবে,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPF,2MS,تَبْتَغِى,তুমি আশা কর / করবে,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPF,2MP,تَبْتَغُونَ,তোমরা আশা কর / করবে,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPF,1S,أَبْتَغِى,আমি আশা করি / করবো,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPF,1P,نَبْتَغِى,আমরা আশা করি / করবো,Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPV,2MS,اِبْتَغِ,আশা করো (তুমি),Quran words - level1.pdf,79,
116,1,1,بغي,VIII,"সন্ধান করা, আশা করা, চাওয়া",IMPV,2MP,اِبْتَغُوا,আশা করো (তোমরা),Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",PERF,3MS,قَامَ,সে দাঁড়িয়েছে,Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",PERF,3MP,قَامُوا,তারা দাঁড়িয়েছে,Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",PERF,2MS,قُمْتَ,তুমি দাঁড়িয়েছো,Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",PERF,2MP,قُمْتُمْ,তোমরা দাঁড়িয়েছো,Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",PERF,1S,قُمْتُ,আমি দাঁড়িয়েছি,Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",PERF,1P,قُمْنَا,আমরা দাঁড়িয়েছি,Quran words - level1.pdf,79,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPF,3MS,يَقُومُ,সে দাঁড়ায় / দাঁড়াবে,Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPF,3MP,يَقُومُونَ,তারা দাঁড়ায় / দাঁড়াবে,Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPF,2MS,تَقُومُ,তুমি দাঁড়াও / দাঁড়াবে,Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPF,2MP,تَقُومُونَ,তোমরা দাঁড়াও দাঁড়াবে,Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPF,1S,أَقُومُ,আমি দাঁড়াই / দাঁড়াবো,Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPF,1P,نَقُومُ,আমরা দাঁড়াই / দাঁড়াবো,Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPV,2MS,قُمْ,দাঁড়াও (তুমি),Quran words - level1.pdf,80,
117,1,1,قوم,I,"দাঁড়ানো, ওঠা, প্রতিষ্ঠিত হওয়া, সংগঠতি হওয়া",IMPV,2MP,قُومُوا,দাঁড়াও (তোমরা),Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",PERF,3MS,أَعْرَضَ,সে উপেক্ষা করেছে,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",PERF,3MP,أَعْرَضُوا,তারা উপেক্ষা করেছে,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",PERF,2MS,أَعْرَضْتَ,তুমি উপেক্ষা করেছো,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",PERF,2MP,أَعْرَضْتُمْ,তোমরা উপেক্ষা করেছো,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",PERF,1S,أَعْرَضْتُ,আমি উপেক্ষা করেছি,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",PERF,1P,أَعْرَضْنَا,আমরা উপেক্ষা করেছি,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",IMPF,3MS,يُعْرِضُ,সে উপেক্ষা করে / করবে,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",IMPF,3MP,يُعْرِضُونَ,তারা উপেক্ষা করে / করবে,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",IMPF,2MS,تُعْرِضُ,তুমি উপেক্ষা কর / করবে,Quran words - level1.pdf,80,
118,1,1,عرض,IV,"উপেক্ষা করা, মুখ ফেরানো",IMPF,2MP,تُعْرِضُونَ,তোমরা উপেক্ষা কর / করবে,Quran words - level1.pdf,80,
